"29.12.2014","750,00","750,00","750,00","750,00","0,00","1.100","825.000","825.000"
"01.10.2014","750,00","750,00","750,00","750,00","0,00","150","112.500","112.500"
"03.6.2014","750,00","750,00","750,00","750,00","0,00","100","75.000","75.000"
"22.5.2014","750,00","750,00","750,00","750,00","0,00","100","75.000","75.000"
"01.4.2014","750,00","750,00","750,00","750,00","0,00","35","26.250","26.250"
"23.1.2014","750,00","750,00","750,00","750,00","0,00","75","56.250","56.250"
